title,composer,duration,fileVersion,hasHarmonies,hasLyrics,keysig,lyrics,measures,mscoreVersion,pageFormatHeight,pageFormatTwosided,pageFormatWidth,pages,poet,previousSource,subtitle,tempo,tempoText,timesig,partName,instrumentId,hasPitchedStaff,program,titles,subtitles,composers,poets,yt_id,syncpoint_count,cropped_duration,gpx_name,ss_artist,scorehash,video_title,video_description,channel_name,view_count,thumbnail_path,,ComposerName,WorkName,ComposerName,,f-measure,f-measure-static,composer_name_normalized,composer_url,composer_nationality,composer_born,composer_died,performer_name,performer_gender,performer_nationality,performer_social_media
Preludio No 2,,146,420,FALSE,FALSE,4,,90,,297,TRUE,210,3,,,"www.classclef.com
Heitor Villa-Lobos (1887-1959)",100,<sym>metNoteQuarterUp</sym> = 100,2/4,Untitled,cavaquinho,TRUE,24,Preludio No 2,"www.classclef.com
Heitor Villa-Lobos (1887-1959)",,,_JZ68_pxL9M,126,534,Preludio No 2 in E by Heitor Villa-Lobos,,gy1wc,"Preludes Nos. 1, 2, 3  • Villa-Lobos  • Julian Bream","#VillaLobos

Heitor Villa-Lobos (1887 - 1959)

Preludes for guitar, (1940)

Prelude No. 1 - Andantino expressivo in E minor (Lyric melody: Homage to the Brazilian sertanejo) 02:49

Prelude No. 2 - Andantino in E major (Capadocia & capoeira melody: Homage to the carioca hustler) 06:37

Prelude No. 3 - Andante in A minor (Homage to Bach) 00:00

Julian Bream, guitar 

Chapel of all Saints (Wardour Castle)
🇬🇧 Wiltshire, 1978


The music published in this channel is exclusively dedicated to divulgation purposes and not commercial. If someone, for any reason, would deem that a video appearing in this channel violates the copyright, please inform us immediately before you submit a claim to YouTube, and it will be our care to remove immediately the video accordingly.",Villa-Lobos Channel,211069,yt_thumbnails/_JZ68_pxL9M.jpg,,Heitor Villa-Lobos (1887-1959),,Heitor Villa-Lobos (1887-1959),Heitor Villa-Lobos,0.94,0.94,Heitor Villa-Lobos,https://imslp.org/wiki/Category%3AVilla-Lobos%2C%20Heitor,Brazilian,1887,1959,Julian Bream,male,British,
Romanze,,177,420,FALSE,FALSE,1,,54,,297,TRUE,210,3,Words by Opus 13 Book I No. 2,,"www.classclef.com
Johann Kaspar Mertz (1806-1856)
Bardenklange (Bardic Sounds)",65,<sym>metNoteQuarterUp</sym> = 65,1/2,Nylon Guitar,cavaquinho,TRUE,24,Romanze,"www.classclef.com
Johann Kaspar Mertz (1806-1856)
Bardenklange (Bardic Sounds)",,Words by Opus 13 Book I No. 2,ZqPtuhq7dc0,83,257,mertz-romanze-book1b,,ry1wc,"J. K. Mertz, Romanze, performed by Tatyana Ryzhkova","#tatyanaryzhkova #mertz #guitar
Tatyana Ryzhkova performes Romanze by J. K. Mertz (this piece is included on Tatyanas first CD ""Guitar""): www.tatyana-shop.com
Join me at: https://www.patreon.com/tatyana

Scores and Tabs of Your Song by Elton John, arr. Michael Langer:
Noten Amazon Germany: http://amzn.to/2qvmmQ7
Scores Amazon USA: http://amzn.to/2s9pMoD

Pumping Nylon by Scott Tennant : 
Amazon Germany: https://amzn.to/2CsLuKu
Amazon USA: https://amzn.to/2sBEnLi

The Bible of Classical Guitar Technique by Hubert Kappel:
Amazon Germany: https://amzn.to/2T0ei43
Amazon USA: https://amzn.to/2Cv4fg9

Step By Step Basics of Guitar Technique in 60 Studies (Guitar) by Konrad Ragossnig:
Amazon Germany: https://amzn.to/2T1KAf4
Amazon USA: https://amzn.to/2RPRuqr

And maybe the strings, you asked about:

Augustine:
Amazon Germany: https://amzn.to/2RTgME1
Amazon USA: https://amzn.to/2sBKaAt

D'Addario: 
Amazon Germany: http://amzn.to/2rA7foG
Amazon USA: http://amzn.to/2rzWh2t

I record with these microphones (USA): http://amzn.to/2qBAO4b

Your Coupon for 10% discount on Ergoplay Guitarlift: Tatyana273K9zy+? Please use it in the Ergoplay shop: http://www.ergoplay-shop.de/",Tatyana Ryzhkova - guitar music and lessons,364316,yt_thumbnails/ZqPtuhq7dc0.jpg,,Johann Kaspar Mertz (1806-1856),,Johann Kaspar Mertz (1806-1856),Johann Kaspar Mertz,0.53,0.53,Johann Kaspar Mertz,https://imslp.org/wiki/Category%3AMertz%2C%20Johann%20Kaspar,Austrian,1806,1856,Tatyana Ryzhkova,female,unknown,{'patreon': 'https://www.patreon.com/tatyana'}
Opus 45 No 5,,188,420,FALSE,FALSE,3,,63,,297,TRUE,210,2,,,"www.classclef.com
Fernando Sor (1778-1839)
 Petite Piece in A",60,Andante <sym>metNoteQuarterUp</sym> = 60,1/8,Nylon Guitar,cavaquinho,TRUE,24,Opus 45 No 5,"www.classclef.com
Fernando Sor (1778-1839)
 Petite Piece in A",,,IuYcnTpcUjY,97,242,sor-op45-5,,hy1wc,"Edson Lopes plays FERNADO SOR: Andante, Op. 45","Edson Lopes plays Andante, Op. 45 (No. 5 from 6 Petites Pieces Faciles) by Fernando Sor

Join Edson's Patreon community at: www.patreon.com/edsonlopes

Sheet Music (Partitura):
https://drive.google.com/file/d/1KAM_FABcHg49KxfrdTDgvovzuWKs385W/view?usp=sharing

Sheet Music (Partitura-Local):
https://drive.google.com/drive/folders/129xr_P8JhMJVh1znW5Pr8O192xUl21SN?usp=sharing

Audio (MP3):
https://drive.google.com/file/d/1vlPRZuZYqKWU3i6vU3YLLpU9xR9VTd4V/view?usp=sharing

Audio (WAV):
https://drive.google.com/file/d/1WTh-K2yji2aYJdbn0ctHpskPED7K4Z_z/view?usp=sharing

Other works of Fernando Sor for Guitar:
https://drive.google.com/drive/folders/0B8drXawOjAngZmFKaVdiSlB2UjQ?usp=sharing

More score for Guitar Solo and Chamber Music:
https://tinyurl.com/guitarmusicweb

Edited works:
https://www.musicnotes.com/l/Edson_Lopes

Edition:
Edson Lopes

Level: 
Intermediary
Advanced

Guitar: 
Andrea Tacchi, 2014 (Italy)
Model: Enrique Garcia
https://www.facebook.com/andrea.tacchi.50

Strings: 
D'Addario Classical Strings
http://www.daddario.com
Special strings: XT Classical
https://www.daddario.com/products/guitar/classical-guitar/xt-classical/

Fernando Sor (Biography):
https://en.wikipedia.org/wiki/Fernando_Sor",Edson Lopes,11064,yt_thumbnails/IuYcnTpcUjY.jpg,,Fernando Sor (1778-1839),,Fernando Sor (1778-1839),Fernando Sor,0.97,0.97,Fernando Sor,https://imslp.org/wiki/Category%3ASor%2C%20Fernando,Spanish,1778,1839,Edson Lopes,male,Brazilian,"{'patreon': 'www.patreon.com/edsonlopes', 'facebook': 'https://www.facebook.com/andrea.tacchi.50'}"
Muñeira,,185,420,TRUE,FALSE,2,,148,,297,TRUE,210,5,Words by Arr. Andres Segovia,,"www.classclef.com
Federico Mompou (1893-1987)
Suite Compostelana VI",150,<sym>metNoteQuarterUp</sym> = 150,6/8,,cavaquinho,TRUE,24,Muñeira,"www.classclef.com
Federico Mompou (1893-1987)
Suite Compostelana VI",,Words by Arr. Andres Segovia,58nqiuaK_UI,149,1049,muneiras-federico-mompou,,py1wc,Suite Compostelana by Mompou | performed by Frank Wallace | Hauser I guitar,"Suite Compostelana by Federico Mompou, 1893-1987
Written: 1962 for Andrés Segovia

01)  Preludio
02)  Coral
03)  Cuna
04)  Recitativo
05)  Canción
06)  Muñeira

Frank Wallace's recording OMAGGIO features music of Mompou, Villa-Lobos, Tárrega, Turina, de Falla and Wallace: http://gyremusic.com/products/omaggio/

Suite Compostelana by Federico Mompou concluded my senior recital at SF Conservatory of Music in 1974.  I fell in love with this evocative piece thanks to Segovia’s first recording, a rare LP that included two full suites, the Mompou as well as Suite in Modo Polonico by Tansman.  Like many of my generation, I was attracted to the complete suites and sonatas that Bream and Williams recorded in the 60’s. Segovia’s 1965 recording was a departure from his usual  miniatures and single movements.

I am not sure what each movement meant to Mompou or Segovia, but the Prelude is clearly an homage to Albeniz.  For me, it sets the mood of a beautiful and ancient landscape, mountainous, green and with rugged coastline to both the north and the west. The Coral (Chorale) is Mompou’s rendition of the tradition of singing in the great medieval Cathedral of Santiago, mythical home of the remains of St. James, patron saint of Spain and central attraction for the pilgrims over the past 1,000 years. The next three movements are exquisite lyrical and textural pieces—Cuna is a lullaby; Recitativo refers to a Baroque form that is inspired by speech rhythms and should be quite free and dramatic (many modern interpretations are too metrical); and Canción is the Spanish word for song… whether a lilting work song or a passionate personal expression is up to the performer. Muñeira is commonly a very fast 6/8 peasant’s dance from Galicia frequently performed on gaita, a local bagpipe, thus its frequent use of drones. Wikipedia says muñeira means millstone or miller’s wife, while others say the word comes from an Arabic name. Suffice it to say it is clearly of peasant, rural origin.

Though Segovia did show his love and respect for this piece by recording the entire suite, its lack of an over-arching shape has always bothered me. It seems weakened by too many slow movements in the middle and not enough development of form and content. The concluding peasant dance, though a relief from the multiple slow movements, comes abruptly to my ear. So you might ask why am I recording the piece now, 40 years later? Simply put, it’s a gorgeous collection of music and guitar writing. From a brief survey of other recordings, you will find my tempos somewhat faster than most in order to create an arc to the piece as a whole. I find many interpretations to be extremely cautions and pedantic. For example, the guitaristic opening phrase seldom has melodic shape and the upper drone is equally loud as the melody in many recordings.

Santiago de Compostela in Galicia, the eponymous subject of this work, is full of energy. It is one of the world’s great pilgrimage sites and longtime home of Música en Compostela, a festival where Segovia taught for many summers. I attended the masterclass in 1972; when my wife-to-be, Nancy Knowles, was there in 1977 we decided in a transatlantic phone call to get married. We returned with John Fleagle in 1982 to perform a concert of medieval music for the Música en Compostela festival with our ensemble Trio LiveOak.


All Frank A. Wallace editions are published by Gyre Music at http://www.gyremusic.com",frank wallace,32706,yt_thumbnails/58nqiuaK_UI.jpg,,Federico Mompou (1893-1987),,Federico Mompou (1893-1987),Federico Mompou,0.61,0.61,Federico Mompou,https://imslp.org/wiki/Category%3AMompou%2C%20Federico,Spanish,1893,1987,Frank A. Wallace,male,,"{'website': 'http://www.gyremusic.com', 'other': 'http://gyremusic.com/products/omaggio/'}"
Farewell,,183,420,FALSE,FALSE,0,,86,,297,TRUE,210,2,,,"www.classclef.com
Sergio Assad",85,<sym>metNoteQuarterUp</sym> = 85,3/4,Nylon Guitar,cavaquinho,TRUE,24,Farewell,"www.classclef.com
Sergio Assad",,,HHCuCU7l1HA,95,208,assad-Farewell,,Nw1wc,Assad 'Farewell' played by Tavi Jinariu,"Guitar: Masaki Sakurai 'Maestro RF' (https://www.guitarsalon.com/product-2010-masaki-sakurai-maestro-rf-sp-csar). Here's Tavi Jinariu playing Sergio Assad's 'Farewell' on a Masaki Sakurai 'Maestro RF' (the RF is for raised fingerboard) classical guitar at the Guitar Salon International showroom in Santa Monica, CA.

http://www.guitarsalon.com/

All proceeds from monetization of this video goes to the GSI Foundation, a non-profit organization that raises money to support music education in public schools. Visit our site for more information: http://bit.ly/2nIJMxR  #gsi #friendsofgsi #classicalguitar",Guitar Salon International,140917,yt_thumbnails/HHCuCU7l1HA.jpg,,Sergio Assad,,Sergio Assad,Sergio Assad,0.96,0.96,Sergio Assad,https://en.wikipedia.org/wiki/S%C3%A9rgio_Assad,Brazilian,1952,,Tavi Jinariu,male,unknown,"{'youtube': 'https://www.youtube.com/user/guitarSalon', 'website': 'http://www.guitarsalon.com/'}"
BWV997 Sarabande,,288,420,FALSE,FALSE,0,,34,,297,TRUE,210,2,,,"www.classclef.com
Johann Sebastian Bach (1685-1750)
from Lute Suite No. 2",40,<sym>metNoteQuarterUp</sym> = 40,3/4,Steel Guitar,cavaquinho,TRUE,25,BWV997 Sarabande,"www.classclef.com
Johann Sebastian Bach (1685-1750)
from Lute Suite No. 2",,,ehaP6DHP1l8,62,297,BWV997 Sarabande by Johann Sebastian Bach,,cw1wc,J. S. Bach - Sarabande BWV 997 - played by Sanel Redzic on a  2019 Solveig Kirschner guitar,"Find your next classical guitar in our online shop : https://www.siccasguitars.com 

Join our online communities: * Instagram: https://www.instagram.com/siccasguitars/ 
* Facebook: https://www.facebook.com/siccasguitars/ 
*Twitter: https://twitter.com/siccasguitars 

Don't forget to like, comment, share and subscribe to the channel here:
https://bit.ly/2GpnuuE

Want to hear more classical guitar music? Check out this playlist made for you:
https://bit.ly/32NTlyB

Subscrice to our newsletter: http://bit.ly/SiccasGuitars
‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾ 
*Contact us: info@siccasguitars.com 

‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾ 
We create content for musicians and classical music lovers. Join SICCAS MEDIA and release your videos on our YouTube channel. For FREE.

►Visit Siccas Media
►https://siccasmedia.com/
►https://www.siccasguitars.com/ 
‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾ 
►Guitar: https://www.siccasguitars.com/shop/guitar/solveig-kirschner-2019/

Classical guitars are our passion! We are specialized in the highest quality concert guitars as well as historic guitars from around the world. Our passion for these unique instruments and the joy to give guitarists, passionate players, and collectors the possibility to purchase their own appropriate instrument is the motivation that drives us. Another focus is to work closely with established and young, largely unknown luthiers. Together we want to develop new ideas and share experiences with our customers. 

We also recorded pieces for many great composers such as Johann Sebastian Bach, Astor Piazzolla and Isaac Albeniz (Asturias). You will also find almost all the classical music composers that wrote for the classical guitar. Make sure to discover Agustin Barrios Mangoré, Manuel Maria Ponce, Heitor Villa-Lobos and many more if you don't know their compositions already

You can find our show room in 76137 Karlsruhe, Roonstr. 31, Germany

‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾ 

Solveig Kirschner – 2019

https://www.siccasguitars.com/shop/guitar/solveig-kirschner-2019/


Solveig studied lutherie at the State School of Musical Instrument Making in Mittenwald/Germany and now lives and works in Niedenstein/Germany, where she and her husband Andreas run a joint guitar workshop where her wonderful guitars are made. She only builds four to five guitars a year, but with the highest devotion and precision, creating breathtakingly beautiful instruments. Solveig’s guitars are traditionally built, very light and impressively powerful. Typical for her instruments is the charming and elegant sound of the trebles, which in combination with perfect balance and long sustain results in a fantastic singing guitar.
This beautiful guitar was built in 2019 and delivered by Solveig Kirschner during the 2019 Antwerp Guitar Festival. It is a love at first play, and we were not the only ones to think so. Solveig’s guitars made a really good impression during the sound comparison at the festival and we are now pleased to offer one of her instruments in our shop. The playability of this guitar is fantastic, and its volume is more than satisfying for any concert player. Moreover, the rich sound and warm depth of the basses make it an inspiring guitar that meets all the requirements of a first-class instrument.

Luthier:  Solveig Kirschner
Construction year:  2019
Top:  Spruce
Back and sides:  Indian rosewood
Scale:  650 mm
Nut:  53 mm
Weight:  1455 grams
Air resonance frequency:  G
‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾ 

#SiccasGuitars #insiccasguitarswetrust
J. S. Bach - Sarabande BWV 997 - played by Sanel Redzic on a  2019 Solveig Kirschner classical guitar",SiccasGuitars,16170,yt_thumbnails/ehaP6DHP1l8.jpg,,Johann Sebastian Bach (1685-1750),,Johann Sebastian Bach (1685-1750),Johann Sebastian Bach,0.96,0.96,Johann Sebastian Bach,https://imslp.org/wiki/Category%3ABach%2C%20Johann%20Sebastian,German,1685,1750,Sanel Redzic,male,unknown,"{'instagram': 'N/A', 'facebook': 'N/A', 'twitter': 'N/A'}"
Vals,,72,420,FALSE,FALSE,1,,48,,297,TRUE,210,1,,,"www.classclef.com
Bartolome Calatuyud (1882-1973)",120,<sym>metNoteQuarterUp</sym> = 120,3/4,Nylon Guitar,cavaquinho,TRUE,25,Vals,"www.classclef.com
Bartolome Calatuyud (1882-1973)",,,nx-efhk4gb0,50,62,Vals by Bartolome Calatayud,,fw1wc,Vals - Bartolomé Calatayud,"http://elracodelaguitarra.blogspot.com/
Juan Becerra, guitarra",pedagogiaguitarra,106352,yt_thumbnails/nx-efhk4gb0.jpg,,Bartolome Calatuyud (1882-1973),,Bartolome Calatuyud (1882-1973),Bartolome Calatuyud,0.94,0.94,Bartolome Calatuyud,https://en.wikipedia.org/wiki/Bartolom%C3%A9_Calatayud,Spanish,1882,1973,Juan Becerra,male,unknown,"{'blog': 'http://elracodelaguitarra.blogspot.com/', 'twitter': None, 'facebook': None, 'instagram': None}"
Winter (First Movement),,238,420,FALSE,FALSE,-1,,63,,297,TRUE,210,13,Words by Arr. by Emre Sabuncuoglu,,"www.classclef.com
Antonio Vivaldi (1678-1741)
RV 297 Violin Concerto",45,<sym>metNoteQuarterUp</sym> = 45,4/4,Nylon Guitar,cavaquinho,TRUE,24,Winter (First Movement),"www.classclef.com
Antonio Vivaldi (1678-1741)
RV 297 Violin Concerto",,Words by Arr. by Emre Sabuncuoglu,hOc5KNf569U,74,257,vivaldi-winter,,yw1wc,"Antonio Vivaldi The Four Seasons, Winter, 1st movement on flamenco guitar",transcription by Emre Sabuncuoglu. Copyright © 2014 Los Angeles Guitar Academy,Janos Illes,9591,yt_thumbnails/hOc5KNf569U.jpg,,Antonio Vivaldi (1678-1741),,Antonio Vivaldi (1678-1741),Antonio Vivaldi,0.81,0.81,Antonio Vivaldi,https://imslp.org/wiki/Category%3AVivaldi%2C%20Antonio,Italian,1678,1741,Janos Illes,male,,
Contemplacion (Vals et Tremelo),,250,420,FALSE,FALSE,3,,116,,297,TRUE,210,25,,,"www.classclef.com
Agustin Barrios Mangore (1885-1944)",84,<sym>metNoteQuarterUp</sym> = 84,3/4,Nylon Guitar,cavaquinho,TRUE,24,Contemplacion (Vals et Tremelo),"www.classclef.com
Agustin Barrios Mangore (1885-1944)",,,7XpnSwBxdr8,131,289,Contemplacion (Vals et Tremelo) by Agustin Barrios Mangore,,lw1wc,"Agustín Barrios' ""Contemplación"" played by Mateusz Kowalski on a 2020 Luis Fernandez de Cordoba","Download a FREE pdf of Capricho Árabe arranged by Agustín Barrios here! https://tinyurl.com/y5cm7byv
 
Instagram: https://www.instagram.com/guitarsaloninternational/
Facebook: https://www.facebook.com/guitarsalon
Twitter: https://twitter.com/guitarsalon

Guitar: 2020 Luis Fernandez de Cordoba SP/BL (https://tinyurl.com/y49rrykc)

Here's Mateusz Kowalski performing Agustín Barrios Mangoré's beautiful tremolo piece ""Contemplación"" on a fantastic classical guitar built in 2020 by Luis Fernandez de Cordoba with Spruce top and Black Limba back and sides. Recorded at the Guitar Salon International showroom in Santa Monica, CA.

Huge thanks to the folks at Apogee Electronics (ApogeeDigital.com) for the use of their Ensemble interface in these recordings.

http://www.guitarsalon.com/

All proceeds from monetization of this video goes to the GSI Foundation, a non-profit organization that raises money to support music education in public schools. Visit our site for more information: https://www.gsifoundation.org/

#friendsofgsi #classicalguitar #guitarsaloninternational #gsi",Guitar Salon International,100654,yt_thumbnails/7XpnSwBxdr8.jpg,,Agustin Barrios Mangore (1885-1944),,Agustin Barrios Mangore (1885-1944),Agustin Barrios Mangore,0.82,0.82,Agustin Barrios Mangore,https://imslp.org/wiki/Category%3ABarrios%20Mangor%C3%A9%2C%20Agust%C3%ADn,Paraguayan,1885,1944,Mateusz Kowalski,male,Polish,"{'instagram': 'https://www.instagram.com/guitarsaloninternational/', 'facebook': 'https://www.facebook.com/guitarsalon', 'twitter': 'https://twitter.com/guitarsalon'}"
Liebeslied,,245,420,FALSE,FALSE,0,,49,,297,TRUE,210,4,Words by Opus 13 (Book V No. 10),,"www.classclef.com
Johann Kaspar Mertz (1806-1856)
Bardenklange (Bardic Sounds)",50,<sym>metNoteQuarterUp</sym> = 50,4/4,Nylon Guitar,cavaquinho,TRUE,24,Liebeslied,"www.classclef.com
Johann Kaspar Mertz (1806-1856)
Bardenklange (Bardic Sounds)",,Words by Opus 13 (Book V No. 10),abB8F_DJeis,97,259,liebeslied-mertz,,Rw1wc,Pavel Steidl | “Liebeslied“ by Johann Kaspar Mertz,"“Liebeslied“ by Johann Kaspar Mertz

Guitar: Pavel Steidl
Luthier: Martin de Witte
Video: Open Strings Berlin 

Open Strings Berlin https://www.youtube.com/openstringsberlin
Guitar Salon International https://www.youtube.com/GSIguitars
Camino Artes http://www.caminoartes.org",CaminoArtes de Santiago de Compostela,24016,yt_thumbnails/abB8F_DJeis.jpg,,Johann Kaspar Mertz (1806-1856),,Johann Kaspar Mertz (1806-1856),Johann Kaspar Mertz,0.56,0.56,Johann Kaspar Mertz,https://imslp.org/wiki/Category%3AMertz%2C%20Johann%20Kaspar,Austrian,1806,1856,Pavel Steidl,male,Czech,"{'youtube': 'https://www.youtube.com/openstringsberlin', 'youtube_2': 'https://www.youtube.com/GSIguitars', 'website': 'http://www.caminoartes.org'}"
